t,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6
0.027000000000000017,0.0,0.046424255,0.0504,0.0,1.881882575279703e-18,0.0,0.0,-0.2648699999999998,5.487945852698391e-17,0.0,1.3939870927997807e-16,0.0
0.028000000000000018,0.0,0.04615448,0.0504,0.0,2.02386274213894e-18,0.0,0.0,-0.27467999999999976,5.691203106502035e-17,0.0,1.445616244384958e-16,0.0
0.02900000000000002,0.0,0.045874895,0.0504,0.0,2.1710058241566946e-18,0.0,0.0,-0.28448999999999974,5.89446036030568e-17,0.0,1.497245395970135e-16,0.0
0.03000000000000002,0.0,0.0455855,0.0504,0.0,2.323311821332967e-18,0.0,0.0,-0.29429999999999973,6.097717614109324e-17,0.0,1.5488745475553122e-16,0.0
0.03100000000000002,0.0,0.045286295000000004,0.0504,0.0,2.480780733667757e-18,0.0,0.0,-0.3041099999999997,6.300974867912968e-17,0.0,1.6005036991404894e-16,0.0
0.03200000000000002,0.0,0.04497728,0.0504,0.0,2.643412561161065e-18,0.0,0.0,-0.3139199999999997,6.504232121716612e-17,0.0,1.6521328507256665e-16,0.0
0.03300000000000002,0.0,0.044658455,0.0504,0.0,2.8112073038128905e-18,0.0,0.0,-0.3237299999999997,6.707489375520257e-17,0.0,1.7037620023108437e-16,0.0
0.03400000000000002,0.0,0.04432982,0.0504,0.0,2.9841649616232335e-18,0.0,0.0,-0.33353999999999967,6.910746629323901e-17,0.0,1.7553911538960208e-16,0.0
0.035000000000000024,0.0,0.043991375,0.0504,0.0,3.1622855345920945e-18,0.0,0.0,-0.34334999999999966,7.114003883127545e-17,0.0,1.807020305481198e-16,0.0
0.036000000000000025,0.0,0.04364312,0.0504,0.0,3.345569022719473e-18,0.0,0.0,-0.35315999999999964,7.31726113693119e-17,0.0,1.8586494570663751e-16,0.0
0.037000000000000026,0.0,0.043285055,0.0504,0.0,3.534015426005369e-18,0.0,0.0,-0.3629699999999996,7.520518390734834e-17,0.0,1.9102786086515523e-16,0.0
0.03800000000000003,0.0,0.042917180000000006,0.0504,0.0,3.7276247444497834e-18,0.0,0.0,-0.3727799999999996,7.723775644538478e-17,0.0,1.9619077602367294e-16,0.0
0.03900000000000003,0.0,0.042539495000000004,0.0504,0.0,3.926396978052715e-18,0.0,0.0,-0.3825899999999996,7.927032898342122e-17,0.0,2.0135369118219066e-16,0.0
0.04000000000000003,0.0,0.042152,0.0504,0.0,4.1303321268141646e-18,0.0,0.0,-0.3923999999999996,8.130290152145767e-17,0.0,2.0651660634070838e-16,0.0
0.04100000000000003,0.0,0.041754695,0.0504,0.0,4.339430190734132e-18,0.0,0.0,-0.40220999999999957,8.333547405949411e-17,0.0,2.116795214992261e-16,0.0
0.04200000000000003,0.0,0.04134758,0.0504,0.0,4.553691169812616e-18,0.0,0.0,-0.41201999999999955,8.536804659753055e-17,0.0,2.168424366577438e-16,0.0
0.04300000000000003,0.0,0.040930655,0.0504,0.0,4.773115064049619e-18,0.0,0.0,-0.42182999999999954,8.7400619135567e-17,0.0,2.2200535181626152e-16,0.0
0.04400000000000003,0.0,0.040503920000000006,0.0504,0.0,4.9977018734451394e-18,0.0,0.0,-0.4316399999999995,8.943319167360344e-17,0.0,2.2716826697477924e-16,0.0
0.04500000000000003,0.0,0.04006737500000001,0.0504,0.0,5.227451597999177e-18,0.0,0.0,-0.4414499999999995,9.146576421163988e-17,0.0,2.3233118213329693e-16,0.0
