time_s,north_m,east_m,alt_m,vfh_heading_rad,vfh_heading_deg,n_blocked_raw,n_blocked_dilated,blocked_fraction,mission_state,coverage_pct,goal_north_m,goal_east_m,dist_to_goal_m,wp_north_m,wp_east_m,dist_to_wp_m
0.421,-0.0000,0.0001,0.1283,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,0.92,-3.100,5.900,6.665,nan,nan,nan
0.921,0.0000,0.0019,0.1344,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,0.92,4.100,6.100,7.348,nan,nan,nan
1.421,0.0012,0.0080,0.1515,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,0.94,0.300,6.500,6.499,nan,nan,nan
1.921,0.0053,0.0220,0.1902,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,0.94,4.100,6.100,7.329,nan,nan,nan
2.421,0.0127,0.0431,0.2511,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,0.99,-3.793,5.593,6.729,nan,nan,nan
2.921,0.0198,0.0616,0.3214,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,1.03,4.100,6.100,7.288,nan,nan,nan
3.421,0.0237,0.0717,0.3850,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,1.07,-0.100,5.900,5.830,nan,nan,nan
3.921,0.0254,0.0760,0.4449,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,1.11,2.900,4.300,5.109,nan,nan,nan
4.421,0.0258,0.0768,0.5001,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,1.13,0.300,5.900,5.830,nan,nan,nan
4.921,0.0257,0.0760,0.5580,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,1.15,-1.700,3.900,4.195,nan,nan,nan
5.421,0.0253,0.0748,0.6082,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,1.19,1.300,3.300,3.468,nan,nan,nan
5.921,0.0249,0.0729,0.6589,nan,nan,0,0,0.0000,TAKEOFF_CLIMB,1.19,-1.100,3.100,3.229,nan,nan,nan
6.421,0.0246,0.0708,0.7006,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,1.22,0.393,2.207,2.168,nan,nan,nan
6.921,0.0240,0.0680,0.7398,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,1.27,-2.207,5.993,6.331,nan,nan,nan
7.421,0.0229,0.0652,0.7739,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,1.30,-0.393,2.407,2.379,nan,nan,nan
7.921,0.0190,0.0614,0.8120,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,1.38,1.700,3.700,4.008,nan,nan,nan
8.421,0.0147,0.0585,0.8357,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,1.56,-0.793,2.407,2.484,nan,nan,nan
8.921,0.0119,0.0557,0.8558,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,1.76,1.300,3.300,3.491,nan,nan,nan
9.421,0.0120,0.0531,0.8727,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,1.82,-2.193,3.007,3.686,nan,nan,nan
9.921,0.0138,0.0508,0.8873,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,2.13,1.500,3.500,3.756,nan,nan,nan
10.421,0.0155,0.0485,0.8999,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,2.28,-1.207,4.593,4.706,nan,nan,nan
10.921,0.0162,0.0458,0.9120,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,2.41,-1.793,1.607,2.390,nan,nan,nan
11.421,0.0155,0.0431,0.9223,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,2.56,-0.900,4.100,4.159,nan,nan,nan
11.921,0.0141,0.0399,0.9327,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,2.69,0.900,2.300,2.428,nan,nan,nan
12.421,0.0131,0.0373,0.9412,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,2.83,-1.607,4.993,5.214,nan,nan,nan
12.921,0.0126,0.0352,0.9492,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,2.95,1.500,3.500,3.771,nan,nan,nan
13.421,0.0126,0.0337,0.9556,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,3.12,-2.100,0.700,2.215,nan,nan,nan
13.921,0.0122,0.0319,0.9619,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,3.19,0.900,2.300,2.436,nan,nan,nan
14.421,0.0116,0.0299,0.9667,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,3.32,-3.500,0.100,3.512,nan,nan,nan
14.921,0.0109,0.0280,0.9703,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,3.45,0.900,2.300,2.440,nan,nan,nan
15.421,0.0101,0.0255,0.9742,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,3.56,-3.500,-0.500,3.549,nan,nan,nan
15.921,0.0092,0.0232,0.9771,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,3.74,1.193,3.607,3.774,nan,nan,nan
16.421,0.0086,0.0207,0.9802,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,3.92,-2.700,-0.900,2.861,nan,nan,nan
16.921,0.0081,0.0192,0.9825,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,3.92,1.100,2.500,2.710,nan,nan,nan
17.421,0.0073,0.0182,0.9846,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.12,-2.007,-0.593,2.105,nan,nan,nan
17.922,0.0066,0.0175,0.9861,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.16,0.900,1.900,2.084,nan,nan,nan
18.421,0.0057,0.0166,0.9879,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.19,-1.007,4.807,4.896,nan,nan,nan
18.921,0.0051,0.0156,0.9895,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.23,1.300,1.900,2.286,nan,nan,nan
19.421,0.0048,0.0147,0.9906,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.34,-0.500,-1.300,1.408,nan,nan,nan
19.921,0.0044,0.0138,0.9917,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.46,0.500,1.900,1.950,nan,nan,nan
20.421,0.0039,0.0131,0.9926,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.58,-0.900,-3.700,3.821,nan,nan,nan
20.921,0.0031,0.0122,0.9935,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.68,0.793,2.807,2.904,nan,nan,nan
21.421,0.0022,0.0114,0.9943,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.84,-0.300,-4.700,4.721,nan,nan,nan
21.921,0.0011,0.0107,0.9951,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,4.96,0.793,2.807,2.906,nan,nan,nan
22.421,-0.0001,0.0102,0.9958,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.07,-0.700,-4.300,4.367,nan,nan,nan
22.921,-0.0010,0.0097,0.9964,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.20,0.300,1.900,1.914,nan,nan,nan
23.421,-0.0017,0.0092,0.9970,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.32,0.900,-3.300,3.430,nan,nan,nan
23.921,-0.0022,0.0086,0.9976,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.47,0.500,1.900,1.957,nan,nan,nan
24.421,-0.0028,0.0080,0.9979,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.57,1.500,-2.900,3.273,nan,nan,nan
24.921,-0.0037,0.0073,0.9982,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.66,0.993,3.207,3.351,nan,nan,nan
25.421,-0.0047,0.0067,0.9984,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.72,0.900,-2.700,2.854,nan,nan,nan
25.921,-0.0054,0.0059,0.9984,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.78,1.793,4.207,4.570,nan,nan,nan
26.421,-0.0062,0.0050,0.9984,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.83,0.500,1.900,1.961,nan,nan,nan
26.921,-0.0070,0.0042,0.9986,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,5.88,1.793,4.207,4.572,nan,nan,nan
27.421,-0.0074,0.0034,0.9989,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,6.06,5.593,-3.793,6.766,nan,nan,nan
27.921,-0.0079,0.0022,0.9991,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,6.18,1.793,4.207,4.574,nan,nan,nan
28.421,-0.0087,0.0009,0.9994,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,6.33,1.700,-0.700,1.847,nan,nan,nan
28.921,-0.0095,-0.0002,0.9996,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,6.52,1.500,3.500,3.812,nan,nan,nan
29.421,-0.0101,-0.0008,0.9997,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,6.65,-1.607,4.993,5.243,nan,nan,nan
29.921,-0.0102,-0.0011,0.9997,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,6.72,1.500,3.500,3.813,nan,nan,nan
30.421,-0.0101,-0.0013,0.9998,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,6.83,-1.607,4.993,5.243,nan,nan,nan
30.921,-0.0097,-0.0014,0.9998,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,6.98,1.500,3.500,3.813,nan,nan,nan
31.421,-0.0092,-0.0014,0.9999,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,7.09,-1.607,4.993,5.244,nan,nan,nan
31.921,-0.0088,-0.0015,0.9999,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,7.21,1.500,3.500,3.813,nan,nan,nan
32.421,-0.0087,-0.0015,0.9999,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,7.28,-1.607,4.993,5.244,nan,nan,nan
32.921,-0.0089,-0.0016,0.9996,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,7.46,-0.656,2.744,2.821,nan,nan,nan
33.421,-0.0094,-0.0020,0.9994,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,7.60,-1.607,4.993,5.244,nan,nan,nan
33.921,-0.0099,-0.0024,0.9993,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,7.72,-0.656,2.744,2.822,nan,nan,nan
34.421,-0.0108,-0.0027,0.9994,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,7.96,-1.607,4.993,5.244,nan,nan,nan
34.921,-0.0114,-0.0028,0.9994,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.10,-0.656,2.744,2.822,nan,nan,nan
35.421,-0.0121,-0.0028,0.9995,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.15,-1.607,4.993,5.244,nan,nan,nan
35.921,-0.0128,-0.0026,0.9997,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.18,-0.656,2.744,2.821,nan,nan,nan
36.421,-0.0135,-0.0023,0.9998,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.29,-1.607,4.993,5.243,nan,nan,nan
36.921,-0.0141,-0.0019,0.9997,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.35,-0.656,2.744,2.820,nan,nan,nan
37.421,-0.0146,-0.0016,0.9997,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.37,-1.607,4.993,5.242,nan,nan,nan
37.921,-0.0148,-0.0014,0.9998,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.38,-0.656,2.744,2.820,nan,nan,nan
38.421,-0.0149,-0.0013,0.9999,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.40,-1.607,4.993,5.242,nan,nan,nan
38.921,-0.0149,-0.0013,0.9999,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.43,5.500,4.300,6.994,nan,nan,nan
39.421,-0.0148,-0.0015,0.9999,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.45,-1.007,3.393,3.536,nan,nan,nan
39.921,-0.0149,-0.0017,0.9999,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.47,5.500,4.300,6.994,nan,nan,nan
40.421,-0.0149,-0.0017,0.9999,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.47,-1.607,4.993,5.242,nan,nan,nan
40.921,-0.0148,-0.0016,1.0000,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.48,-0.656,3.144,3.211,nan,nan,nan
41.421,-0.0147,-0.0013,1.0001,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.49,-1.607,4.993,5.242,nan,nan,nan
41.921,-0.0150,-0.0007,1.0001,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.51,-0.656,3.144,3.210,nan,nan,nan
42.421,-0.0154,0.0002,1.0001,nan,nan,0,0,0.0000,TAKEOFF_LOOKAROUND,8.51,-1.607,4.993,5.240,nan,nan,nan
42.921,-0.0155,0.0007,1.0001,nan,nan,0,0,0.0000,TAKEOFF_SETTLE,8.52,-0.656,3.144,3.208,nan,nan,nan
43.421,-0.0151,0.0011,1.0007,nan,nan,0,0,0.0000,TAKEOFF_SETTLE,8.53,-1.607,4.993,5.240,nan,nan,nan
43.921,-0.0134,0.0014,1.0012,nan,nan,0,0,0.0000,TAKEOFF_SETTLE,8.53,-0.656,3.144,3.208,nan,nan,nan
44.421,-0.0106,0.0016,1.0013,nan,nan,0,0,0.0000,TAKEOFF_SETTLE,8.53,-1.607,4.993,5.240,nan,nan,nan
44.921,-0.0079,0.0019,1.0012,nan,nan,0,0,0.0000,TAKEOFF_SETTLE,8.53,-0.656,3.344,3.405,nan,nan,nan
45.421,-0.0066,0.0021,1.0008,nan,nan,0,0,0.0000,TAKEOFF_SETTLE,8.54,-0.456,4.544,4.564,nan,nan,nan
45.921,-0.0080,0.0022,1.0003,nan,nan,0,0,0.0000,SCAN,8.54,5.900,4.900,7.674,nan,nan,nan
46.421,-0.0105,0.0023,1.0002,nan,nan,0,0,0.0000,SCAN,8.54,-1.607,4.993,5.240,nan,nan,nan
46.921,-0.0125,0.0026,1.0001,nan,nan,0,0,0.0000,SCAN,8.54,-0.656,3.344,3.403,nan,nan,nan
47.421,-0.0128,0.0029,1.0000,nan,nan,0,0,0.0000,SCAN,8.54,-0.456,4.544,4.563,nan,nan,nan
47.921,-0.0125,0.0032,0.9999,1.70170,97.50,0,0,0.0000,SCAN,8.54,5.900,4.900,7.677,nan,nan,nan
48.421,-0.0127,0.0070,1.0004,1.87623,107.50,0,0,0.0000,SCAN,8.54,-1.607,4.993,5.235,-0.500,4.500,4.519
48.921,-0.0163,0.0302,1.0019,1.78896,102.50,0,0,0.0000,SCAN,8.54,-0.656,3.344,3.375,-1.700,4.900,5.153
49.421,-0.0296,0.0986,1.0044,1.70170,97.50,0,0,0.0000,SCAN,8.54,-0.456,4.544,4.466,-0.700,3.300,3.271
49.921,-0.0567,0.2188,1.0048,1.70170,97.50,0,0,0.0000,SCAN,8.55,5.900,4.900,7.576,-0.500,4.500,4.304
50.421,-0.0969,0.4215,1.0038,1.87623,107.50,0,0,0.0000,SCAN,8.56,-1.607,4.993,4.814,-0.500,4.500,4.098
50.921,-0.1260,0.6343,1.0044,1.87623,107.50,0,0,0.0000,SCAN,8.59,0.900,6.100,5.561,-1.700,4.900,4.547
51.421,-0.1553,0.8507,1.0082,1.96350,112.50,0,0,0.0000,SCAN,8.60,5.900,4.900,7.284,-1.700,4.900,4.334
51.921,-0.2039,1.0529,1.0109,1.96350,112.50,0,0,0.0000,SCAN,8.61,-1.607,4.993,4.182,-1.700,4.900,4.128
52.421,-0.3061,1.3171,1.0124,1.70170,97.50,0,0,0.0000,SCAN,8.62,-0.656,4.544,3.246,-1.700,4.900,3.844
52.921,-0.3902,1.5182,1.0148,1.70170,97.50,0,0,0.0000,SCAN,8.67,1.300,6.100,4.884,-0.700,4.500,2.998
53.421,-0.4483,1.7124,1.0163,1.35263,77.50,0,0,0.0000,SCAN,8.75,0.256,5.744,4.093,-0.700,4.500,2.799
53.921,-0.4746,1.8988,1.0167,1.17810,67.50,0,0,0.0000,SCAN,8.76,1.100,6.300,4.674,0.300,5.700,3.879
54.421,-0.4670,2.1361,1.0176,1.26536,72.50,0,0,0.0000,SCAN,8.81,0.700,6.700,4.711,1.100,6.300,4.449
54.921,-0.4162,2.3455,1.0173,1.35263,77.50,0,0,0.0000,SCAN,8.81,0.900,8.900,6.685,0.700,6.700,4.495
55.421,-0.3497,2.5333,1.0185,1.96350,112.50,0,0,0.0000,SCAN,8.83,-1.407,5.593,3.237,0.900,8.900,6.488
55.921,-0.2896,2.7216,1.0222,1.35263,77.50,0,0,0.0000,SCAN,8.95,0.700,6.100,3.520,-1.500,5.500,3.031
56.421,-0.2507,2.9527,1.0269,1.43990,82.50,0,0,0.0000,SCAN,9.04,0.456,7.144,4.251,0.700,6.100,3.288
56.921,-0.2415,3.1667,1.0249,1.35263,77.50,0,0,0.0000,SCAN,9.05,-1.300,10.700,7.607,0.500,7.100,4.003
57.421,-0.2192,3.3842,1.0233,1.78896,102.50,0,0,0.0000,SCAN,9.06,-0.856,6.944,3.617,0.500,7.100,3.785
57.921,-0.1784,3.5944,1.0229,1.78896,102.50,0,0,0.0000,SCAN,9.07,-1.300,10.100,6.602,-0.900,6.900,3.383
58.421,-0.1501,3.7817,1.0242,1.43990,82.50,0,0,0.0000,SCAN,9.09,0.300,6.300,2.558,-0.900,6.900,3.207
58.921,-0.1648,4.0207,1.0221,1.43990,82.50,0,0,0.0000,SCAN,9.12,0.231,7.369,3.371,0.300,6.300,2.326
59.421,-0.1919,4.1809,1.0206,1.43990,82.50,0,0,0.0000,SCAN,9.14,-1.300,9.300,5.238,0.300,7.300,3.158
59.921,-0.2050,4.3824,1.0198,1.35263,77.50,0,0,0.0000,SCAN,9.16,5.100,3.900,5.327,0.300,7.300,2.961
60.421,-0.1854,4.5665,1.0188,1.35263,77.50,0,0,0.0000,SCAN,9.20,0.231,7.369,2.833,0.300,7.300,2.776
60.921,-0.1381,4.7828,1.0186,1.35263,77.50,0,0,0.0000,SCAN,9.23,-1.300,9.300,4.664,0.300,7.300,2.555
61.421,-0.0827,5.0138,1.0190,1.43990,82.50,0,0,0.0000,SCAN,9.24,5.100,3.900,5.301,0.300,7.300,2.318
61.921,-0.0396,5.2158,1.0193,1.87623,107.50,0,0,0.0000,SCAN,9.29,-1.100,9.300,4.220,0.300,7.300,2.112
62.421,-0.0065,5.4013,1.0196,1.87623,107.50,0,0,0.0000,SCAN,9.32,5.100,3.900,5.323,-1.100,9.300,4.049
62.921,0.0113,5.6040,1.0225,1.87623,107.50,0,0,0.0000,SCAN,9.38,-0.900,9.900,4.392,-1.100,9.300,3.859
63.421,-0.0178,5.8329,1.0227,1.78896,102.50,0,0,0.0000,SCAN,9.45,-1.100,12.300,6.557,-0.900,9.900,4.162
63.921,-0.0713,6.0159,1.0224,1.61443,92.50,0,0,0.0000,SCAN,9.45,-0.100,8.500,2.484,-0.900,12.100,6.140
64.421,-0.1349,6.2389,1.0245,1.61443,92.50,0,0,0.0000,SCAN,9.50,-0.256,10.144,3.907,-0.100,8.500,2.261
64.921,-0.1656,6.4201,1.0251,1.61443,92.50,0,0,0.0000,SCAN,9.54,-1.100,12.300,5.954,-0.300,10.100,3.682
65.421,-0.1796,6.6481,1.0235,1.70170,97.50,0,0,0.0000,SCAN,9.57,5.100,3.900,5.952,-0.900,12.100,5.499
65.921,-0.1894,6.8352,1.0232,1.78896,102.50,0,0,0.0000,SCAN,9.57,-0.700,9.700,2.910,-0.900,12.100,5.313
66.421,-0.2149,7.0432,1.0229,1.61443,92.50,0,0,0.0000,SCAN,9.58,-0.231,10.569,3.525,-0.700,9.700,2.701
66.921,-0.2543,7.2555,1.0221,1.78896,102.50,0,0,0.0000,SCAN,9.59,-1.100,11.700,4.524,-0.300,10.500,3.245
67.422,-0.2906,7.4621,1.0207,1.78896,102.50,0,0,0.0000,SCAN,9.61,5.100,3.900,6.461,-1.100,11.700,4.315
67.922,-0.3189,7.6686,1.0195,1.78896,102.50,0,0,0.0000,SCAN,9.64,2.300,16.300,9.020,-1.100,11.700,4.106
68.421,-0.3577,7.8960,1.0190,1.52716,87.50,0,0,0.0000,SCAN,9.67,-0.300,10.300,2.405,-1.100,11.700,3.876
68.921,-0.3991,8.0893,1.0189,1.52716,87.50,0,0,0.0000,SCAN,9.70,2.100,15.100,7.443,-0.300,10.300,2.213
69.421,-0.4323,8.2836,1.0191,1.52716,87.50,0,0,0.0000,SCAN,9.75,-0.500,11.100,2.817,-0.300,10.300,2.021
69.921,-0.4413,8.4804,1.0188,1.61443,92.50,0,0,0.0000,SCAN,9.78,2.500,15.300,7.427,-0.500,11.100,2.620
70.421,-0.4367,8.6506,1.0183,1.43990,82.50,0,0,0.0000,SCAN,9.81,0.031,12.169,3.549,-0.500,11.100,2.450
70.921,-0.4302,8.8554,1.0180,1.43990,82.50,0,0,0.0000,SCAN,9.83,2.407,15.393,7.127,0.100,12.100,3.288
71.421,-0.4238,9.0312,1.0177,1.35263,77.50,0,0,0.0000,SCAN,9.86,0.031,12.169,3.170,0.100,12.100,3.113
71.921,-0.4041,9.2453,1.0169,1.35263,77.50,0,0,0.0000,SCAN,9.88,-2.500,15.100,6.219,0.100,12.100,2.899
72.421,-0.3721,9.4349,1.0164,1.35263,77.50,0,0,0.0000,SCAN,9.90,2.407,15.393,6.574,0.100,12.100,2.707
72.921,-0.3270,9.6342,1.0161,1.35263,77.50,0,0,0.0000,SCAN,9.90,-2.500,15.100,5.882,0.100,12.100,2.503
73.421,-0.2783,9.8328,1.0162,1.43990,82.50,0,0,0.0000,SCAN,9.93,0.100,12.300,2.496,0.100,12.100,2.299
73.921,-0.2291,10.0486,1.0158,1.43990,82.50,0,0,0.0000,SCAN,9.96,2.407,15.393,5.959,0.100,12.100,2.078
74.421,-0.1963,10.2269,1.0154,1.61443,92.50,0,0,0.0000,SCAN,9.99,-0.300,13.100,2.875,0.100,12.100,1.896
74.921,-0.1638,10.4567,1.0155,1.61443,92.50,0,0,0.0000,SCAN,10.01,1.500,15.100,4.932,-0.300,13.100,2.647
75.421,-0.1485,10.6482,1.0158,1.70170,97.50,0,0,0.0000,SCAN,10.04,-0.769,14.569,3.969,-0.300,13.100,2.457
75.921,-0.1526,10.9025,1.0150,1.26536,72.50,0,0,0.0000,SCAN,10.07,1.500,15.100,4.511,-0.700,14.500,3.639
76.421,-0.1689,11.1004,1.0147,1.78896,102.50,0,0,0.0000,SCAN,10.09,-0.993,14.793,3.783,1.100,14.700,3.817
76.921,-0.1773,11.2968,1.0159,1.43990,82.50,0,0,0.0000,SCAN,10.12,0.300,15.100,3.833,-0.900,14.700,3.479
77.421,-0.1702,11.4798,1.0138,1.17810,67.50,0,0,0.0000,SCAN,10.13,1.900,15.700,4.701,0.300,15.100,3.651
77.921,-0.1619,11.6779,1.0146,1.17810,67.50,0,0,0.0000,SCAN,10.16,-1.900,15.500,4.199,1.100,14.900,3.460
78.421,-0.1330,11.8844,1.0181,1.43990,82.50,0,0,0.0000,SCAN,10.19,0.393,14.793,2.956,1.100,14.900,3.258
78.921,-0.0758,12.0599,1.0194,1.43990,82.50,0,0,0.0000,SCAN,10.40,-2.500,19.100,7.446,0.300,14.700,2.667
79.421,0.0040,12.2740,1.0213,1.70170,97.50,0,0,0.0000,SCAN,10.49,-0.207,15.193,2.927,0.300,14.700,2.444
79.921,0.0507,12.4682,1.0236,1.70170,97.50,0,0,0.0000,SCAN,10.55,-2.500,19.100,7.105,-0.300,15.100,2.655
80.421,0.0606,12.6960,1.0242,1.78896,102.50,0,0,0.0000,SCAN,10.73,-0.500,16.100,3.450,-0.300,15.100,2.431
80.921,0.0348,12.8952,1.0231,1.78896,102.50,0,0,0.0000,SCAN,10.97,-2.393,18.807,6.391,-0.500,16.100,3.249
81.421,-0.0120,13.1193,1.0231,1.70170,97.50,0,0,0.0000,SCAN,11.02,-3.569,19.169,7.017,-0.500,16.100,3.020
81.921,-0.0513,13.3018,1.0235,1.61443,92.50,0,0,0.0000,SCAN,11.08,-0.056,16.544,3.243,-0.500,16.100,2.834
82.421,-0.0934,13.5169,1.0230,1.52716,87.50,0,0,0.0000,SCAN,11.14,-2.700,19.300,6.343,-0.100,16.500,2.983
82.921,-0.1186,13.7001,1.0223,1.52716,87.50,0,0,0.0000,SCAN,11.18,-0.007,16.993,3.295,-0.100,16.500,2.800
83.421,-0.1281,13.8683,1.0216,1.52716,87.50,0,0,0.0000,SCAN,11.21,-3.193,18.793,5.800,-0.100,16.900,3.032
83.921,-0.1265,14.0657,1.0209,1.52716,87.50,0,0,0.0000,SCAN,11.27,-0.007,17.193,3.129,-0.100,16.900,2.834
84.421,-0.1208,14.2582,1.0203,1.52716,87.50,0,0,0.0000,SCAN,11.31,-2.700,19.300,5.663,-0.100,16.900,2.642
84.921,-0.1149,14.4793,1.0196,1.61443,92.50,0,0,0.0000,SCAN,11.33,-0.007,17.193,2.716,-0.100,16.900,2.421
85.421,-0.1093,14.6890,1.0189,1.61443,92.50,0,0,0.0000,SCAN,11.34,-2.700,19.300,5.289,-0.100,16.900,2.211
85.921,-0.1054,14.9039,1.0183,1.61443,92.50,0,0,0.0000,SCAN,11.35,-0.007,17.593,2.691,-0.100,16.900,1.996
86.421,-0.1084,15.1072,1.0176,1.87623,107.50,0,0,0.0000,SCAN,11.40,-1.300,19.100,4.167,-0.100,17.500,2.393
86.921,-0.1177,15.3272,1.0177,1.52716,87.50,0,0,0.0000,SCAN,11.46,0.144,18.744,3.427,-1.300,19.100,3.954
87.421,-0.1373,15.5230,1.0190,1.52716,87.50,0,0,0.0000,SCAN,11.50,-2.700,19.300,4.564,0.100,18.700,3.186
87.921,-0.1756,15.7274,1.0199,1.61443,92.50,0,0,0.0000,SCAN,11.51,-0.300,19.300,3.575,0.100,18.700,2.985
88.421,-0.2033,15.9662,1.0203,2.22529,127.50,0,0,0.0000,SCAN,11.56,-2.500,18.700,3.571,-0.300,19.300,3.335
88.921,-0.2115,16.3590,1.0245,1.70170,97.50,0,0,0.0000,SCAN,11.59,-0.300,19.300,2.942,-2.500,18.700,3.274
89.421,-0.2810,16.6369,1.0243,2.39983,137.50,0,0,0.0000,SCAN,11.63,-2.500,18.700,3.030,-0.300,19.300,2.663
89.921,-0.3521,16.8741,1.0230,2.48709,142.50,0,0,0.0000,SCAN,11.69,0.500,19.300,2.571,-2.500,18.700,2.819
90.421,-0.4251,17.1210,1.0261,2.48709,142.50,0,0,0.0000,SCAN,11.80,-2.900,19.100,3.169,-2.500,18.700,2.607
90.921,-0.5399,17.2977,1.0268,2.57436,147.50,0,0,0.0000,SCAN,11.98,0.500,19.100,2.081,-2.900,19.100,2.970
91.421,-0.6969,17.4271,1.0240,2.48709,142.50,0,0,0.0000,SCAN,12.22,-2.593,18.807,2.345,-2.900,19.100,2.766
91.921,-0.8953,17.5488,1.0234,2.48709,142.50,0,0,0.0000,SCAN,12.41,0.500,19.100,2.086,-2.500,18.900,2.098
92.421,-1.0580,17.6478,1.0245,2.41949,138.63,0,0,0.0000,SCAN,12.50,-5.700,18.300,4.688,-2.500,18.900,1.910
92.921,-1.2665,17.7946,1.0245,2.39223,137.06,0,0,0.0000,SCAN,12.51,0.500,19.100,2.197,-2.500,18.900,1.656
