t,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,tau1,tau2,tau3,tau4,tau5,tau6
0.014000000000000005,-0.28458490110905926,0.069326057828393,0.0537271949519465,1.4698435752654821,0.20088419939604324,-1.6717292977139735,-0.00209167554142805,0.00010549047928848983,0.00013078977279219257,2.845194295224978e-05,-0.00011009448545332044,0.004513529430773701,-0.2426994417777849,89.34708967878575,-35.32039246020217,0.33955760723434464,0.13576901116852394,0.00045809488018932717
0.015000000000000006,-0.2845871561382521,0.06932617155387755,0.053727335951701566,1.4698436059407518,0.20088408069996,-1.671724431548354,-0.002418383004474269,0.00012196043012116972,0.00015120977256557873,3.291720619584425e-05,-0.00012729612682724008,0.00521878345879768,-0.2581258402110008,89.35193420671499,-35.31677481983089,0.33960805662002985,0.13346746173112672,0.0004871732925282581
0.016000000000000007,-0.2845897482578392,0.06932630227361897,0.05372749802151701,1.4698436412238196,0.20088394425656864,-1.6717188377555852,-0.002765856345682208,0.00013947898613887025,0.00017292990477449333,3.767042511387624e-05,-0.00014558888476408954,0.005968780890363757,-0.27347379201686506,89.3567541257528,-35.31317600975248,0.3396582132521657,0.13117760214190408,0.0005161033801507956
0.017000000000000008,-0.2845926981808374,0.06932645103355925,0.053727682458225075,1.4698436814020763,0.20088378897754516,-1.6717124717066159,-0.0031339898411034506,0.00015804082090575727,0.00019594357097799697,4.271066891251435e-05,-0.00016496716405533433,0.006763292826652927,-0.2887434432538398,89.36154947725633,-35.30959605541714,0.3397080750615666,0.12889941046735334,0.0005448854009696758
0.01800000000000001,-0.2845960265146294,0.06932661887431844,0.053727890552065234,1.4698437267619817,0.20088361378015537,-1.6717052890010922,-0.0035226779470964222,0.00017764061708744333,0.00022024418418667896,4.803700712982254e-05,-0.0001854253807577802,0.007602090770516049,-0.3039349405479975,89.36632030257749,-35.30603498527695,0.33975763995131397,0.12663286476240995,0.0005735196127690703
0.01900000000000001,-0.28459975376114477,0.06932680683120382,0.053728123586695625,1.4698437775890645,0.2008834175872436,-1.671697245466956,-0.003931815300283649,0.00019827306644601663,0.0002458251688509277,5.364850952415908e-05,-0.00020695796215189116,0.008484946626343541,-0.31904843108096664,89.37106664306306,-35.30249283072904,0.3398069057974439,0.12437794307093114,0.0006020062732055583
0.02000000000000001,-0.2846039003170398,0.0693270159342189,0.05372838283920448,1.4698438341679223,0.20088319932722146,-1.6716882971600442,-0.004361296717509148,0.00021993286983513862,0.00027267996084934926,5.954424596412083e-05,-0.00022955934670071512,0.009411632699935415,-0.334084062577977,89.37578854005461,-35.298969626059076,0.3398558704496299,0.12213462342617591,0.000630345639809134
0.02100000000000001,-0.2846084864738778,0.06932724720807261,0.05372866958012157,1.469843896782222,0.2008829579340568,-1.6716784003636855,-0.004811017195795972,0.000242614737195168,0.00030080200747730103,6.572328632178984e-05,-0.0002532239840093676,0.010381921698369951,-0.3490419832960038,89.38048603488865,-35.29546540838527,0.33990453173185975,0.11990288385128056,0.0006585379699841987
0.022000000000000013,-0.28461353241830933,0.06932750167218832,0.053728985073429596,1.4698439657147002,0.20088269234726247,-1.6716675115883015,-0.00528087191230389,0.0002663133875483617,0.0003301847674355907,7.218470036739059e-05,-0.00027794633478503265,0.011395586729872837,-0.3639223420120047,89.38515916889656,-35.29198021760281,0.33995288744310764,0.11768270235973152,0.0006865835210105589
0.023000000000000013,-0.28461905823225214,0.06932778034071294,0.053729330576575605,1.469844041247162,0.20088240151188524,-1.671655587571004,-0.005770756224287212,0.0002910235489941168,0.00036082171081929334,7.892755766679488e-05,-0.00030372087079754686,0.012452401303685337,-0.3787252880112601,89.38980798340465,-35.28851409632874,0.3400009353580005,0.11547405695583116,0.000714482550044432
0.024000000000000014,-0.28462508389307145,0.069328084222526,0.05372970734048237,1.4698441236604818,0.20088208437849484,-1.6716425852751946,-0.00628056566905277,0.0003167399587042565,0.00039270631910670963,8.595092748122163e-05,-0.0003305420748404551,0.013552139329932135,-0.39345097107580074,89.39443251973418,-35.28506708984727,0.34004867322747917,0.11327692563516215,0.0007422353141194664
0.025000000000000015,-0.2846316292737598,0.06932841432124871,0.053730116609559786,1.4698442132346021,0.20088173990317287,-1.6716284618901642,-0.006810195963918016,0.00034345736291837946,0.000425832085148456,9.325387866900753e-05,-0.00035840444069270004,0.014694575119488979,-0.4080995414729402,89.39903281920137,-35.28163924605555,0.3400960987794545,0.11109128638504662,0.0007698420701477231
0.026000000000000016,-0.28463871414311714,0.06932877163525304,0.053730559621716203,1.469844310248534,0.20088136704750184,-1.671613174830692,-0.007359543006169292,0.00037117051693924465,0.0004601925131566852,0.00010083547958985385,-0.0003873024730807434,0.015879483383849632,-0.4226711499438984,89.40360892311745,-35.27823061540987,0.34014320971945766,0.10891711718500034,0.0007973030749207277
0.027000000000000017,-0.2846463581659308,0.06932915715767077,0.05373103760836982,1.4698444149803553,0.2008809647785543,-1.6715966817366446,-0.007928502873020226,0.0003998741851282206,0.0004957811186944474,0.00010869479801092077,-0.00041723068764123496,0.01710663923499285,-0.4371659476925179,89.40816087278864,-35.2748412508723,0.34019000373128605,0.10675439600718488,0.0008246185851104701
0.028000000000000018,-0.28465458090315526,0.06932957187640254,0.053731551794460014,1.4698445277072116,0.20088053206888185,-1.6715789404725765,-0.008516971821570272,0.00042956314090076875,0.0005325914286651675,0.00011683090101548469,-0.00044818361088425296,0.0183758181852486,-0.45158408637408176,89.41268870951622,-35.27147120785775,0.34023647847764316,0.1046031008168533,0.0008517888572704427
0.02900000000000002,-0.28466340181209215,0.06933001677412692,0.05373210339845867,1.4698446487053145,0.20088006789650437,-1.6715599091273294,-0.009124846288763401,0.00046023216672198554,0.0005706169813022666,0.00012524285491343713,-0.00048015578015697,0.019686796147164207,-0.46592571808422073,89.41719247459652,-35.268120544181514,0.3402826316007739,0.10246320957279478,0.0008788141478366612
0.03000000000000002,-0.28467284024657,0.06933049282830946,0.053732693632381534,1.4698447782499406,0.20087957124489916,-1.6715395460136317,-0.009752022891346935,0.0004918760541021952,0.0006098513261589045,0.00013392972515388266,-0.000513141743607877,0.0210393494333702,-0.4801909953479138,89.42167220932096,-35.26478932000718,0.34032846072309414,0.10033470022777152,0.0009056947131286964
0.03100000000000002,-0.2846829154571241,0.0693310010112117,0.0537333237017995,1.4698449166154317,0.20087904110299015,-1.671517809667699,-0.01039839842583051,0.0005244896035925776,0.0006502880240978462,0.00014289057624004918,-0.0005471360601514931,0.022433254756445573,-0.49438007110858395,89.42612795497602,-35.26147759779502,0.34037396344781606,0.09821755072895591,0.0009324308093507304
0.03200000000000002,-0.2846936465911761,0.06933154228990024,0.05373399480584993,1.4698450640751926,0.20087847646513712,-1.671494658848834,-0.011063869868445196,0.0005580676247808507,0.0006919206472814588,0.00015212447164610404,-0.0005821332994335851,0.023868289228782955,-0.5084930987172884,89.4305597528434,-35.258185442250806,0.3404191373595673,0.09611173901835905,0.000959022692592599
0.03300000000000002,-0.28470505269321383,0.06933211762625577,0.05373470813724794,1.4698452209016908,0.20087787633112505,-1.6714700525390267,-0.01174833437510276,0.0005926049362870114,0.0007347427791618389,0.0001616304737359081,-0.0006181280417968423,0.02534423036245355,-0.5225302319219981,89.43496764419983,-35.254912920275,0.3404639800250057,0.09401724303326005,0.00098547061883083
0.03400000000000002,-0.28471715270497094,0.0693327279769821,0.053735464882297704,1.4698453873664554,0.20087723970615343,-1.6714439499425553,-0.012451689281355057,0.0006280963657591017,0.0007787480144710533,0.00017140764368396452,-0.0006551148782470556,0.026860856069071563,-0.5364916248569785,89.43935167031727,-35.25166010091246,0.34050848899342917,0.09193404070662724,0.0010117748439297284
0.035000000000000024,-0.28472996546560647,0.06933337429361519,0.0537362662209037,1.4698455637400754,0.2008765656008255,-1.671416310485586,-0.013173832102353582,0.0006645367498690301,0.0008239299592115026,0.00018145504139839357,-0.0006930884104198198,0.028417944659658412,-0.5503774320322438,89.44371187246286,-35.24842705530249,0.3405526617973796,0.0898621099675385,0.001037935623642421
0.036000000000000025,-0.28474350971188445,0.06933405752253213,0.05373711332658202,1.4698457502921987,0.2008758530311378,-1.671387093815774,-0.013914660532809152,0.0007019209343084546,0.0008702822306464269,0.00019177172544542428,-0.0007320432505476122,0.030015274844507032,-0.5641878083231235,89.44804829189893,-35.24521385662936,0.34059649595324254,0.08780142874159626,0.0010639532136119323
0.037000000000000026,-0.2847578040783535,0.06933477860496023,0.05373800736647159,1.4698459472915308,0.2008751010184695,-1.6713562598018648,-0.014674072446951732,0.0007402437737846806,0.000917798457290501,0.00020235675297640573,-0.0007719740214274433,0.03165262573304538,-0.5779229089599084,89.45236096988306,-35.24202058007322,0.3406399889618422,0.08575197495133895,0.001089827869372265
0.03800000000000003,-0.28477286709752625,0.069335538476986,0.05373894950134541,1.4698461550058335,0.20087430858957178,-1.6713237685332942,-0.015451965898490416,0.0007795001320166341,0.0009664722789005768,0.00021320917965628088,-0.0008128753563888938,0.03332977683370014,-0.5915828895175863,89.45664994766804,-35.23884730276144,0.3406831383090301,0.08371372651664863,0.0011155598463494897
0.03900000000000003,-0.28478871720005877,0.06933633806956412,0.053739940885621854,1.4698463737019227,0.20087347477655745,-1.6712895803197902,-0.016248239120573518,0.000819684881730858,0.0010162973464665295,0.00022432805959414417,-0.0008547418992626598,0.03504650805376006,-0.6051679059056824,89.46091526650198,-35.23569410372039,0.3407259414662701,0.08168666135515402,0.0011411493998628177
0.04000000000000003,-0.2848053727149301,0.06933717830852651,0.05374098266737582,1.4698466036456679,0.20087259861689039,-1.6712536556909738,-0.017062790525748852,0.0008607929046575685,0.0010672673222022258,0.00023571244527560603,-0.0008975683043495345,0.03680259969923902,-0.6186781143581638,89.46515696762822,-35.23256106382759,0.34076839589121827,0.0796707573826319,0.0011665967851257075
