t,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,tau1,tau2,tau3,tau4,tau5,tau6
0.47500000000000037,-0.4913409048423029,0.07977281897039881,0.06668662864820549,1.472983976112906,0.19001886078571664,-1.2266180386599026,-0.9687535399837793,0.04895720489438936,0.06073408445409307,0.014670816754198235,-0.05088202128386676,2.0852259805692506,-1.3693800870782828,89.63486692944802,-36.3763197481421,0.3099071543695015,-0.02163044251165891,0.0022299352848823483
0.47600000000000037,-0.4923104371482283,0.07982181550633898,0.06674741141989993,1.4729986518334923,0.18996793794239097,-1.2245311307395115,-0.9703109418264786,0.04903589203760406,0.06083161822526661,0.014691087668721724,-0.05096340451236574,2.088579562694732,-1.36291653007468,89.63269280431656,-36.38216176958791,0.30975634274985225,-0.02066855046825003,0.002217225378749844
0.47700000000000037,-0.49328152219723564,0.07987089049377644,0.06680829143263597,1.4730133477375633,0.18991693396073203,-1.2224408792481218,-0.9718590273336988,0.04911410760419219,0.06092856580758629,0.014711183821442327,-0.051044294913290204,2.091913121596293,-1.3564286321475219,89.63051278788754,-36.38799121519345,0.30960557042889714,-0.01970368535856365,0.002204479995506631
0.47800000000000037,-0.4942541506603802,0.07992004346049796,0.06686926809943694,1.4730280636502981,0.18986584933421813,-1.2203473042361899,-0.9733977712966598,0.04919185031856921,0.061024925617587794,0.014731104896907125,-0.051124691169786705,2.095226603006331,-1.349916481195048,89.62832692031412,-36.39380786539707,0.30945484064627665,-0.018735864213369147,0.0021916993473291807
0.47900000000000037,-0.4952283131835946,0.07996927393301911,0.06693034083174813,1.4730427993965627,0.18981468455763975,-1.2182504258082547,-0.9749271486786588,0.04926911891390174,0.06112069608274218,0.014750850584572414,-0.05120459197431927,2.098519953025512,-1.3433801653123985,89.62613524174878,-36.39961150126037,0.30930415663221533,-0.017765104072402504,0.0021788836462720285
0.48000000000000037,-0.4962040003878609,0.080018581436593,0.0669915090394478,1.4730575548009146,0.18976344012709037,-1.2161502641225708,-0.9764471346150673,0.04934591213210756,0.0612158756414559,0.014770420578797653,-0.05128399602866958,2.101793118122768,-1.3368197727940043,89.62393779234336,-36.40540190447847,0.3091535216073966,-0.01679142198445202,0.0021660331042716945
0.48100000000000037,-0.49718120286938244,0.08006796549521901,0.067052772130858,1.473072329687608,0.189712116539957,-1.214046839390739,-0.9779577044133292,0.04942222872385552,0.06131046274307085,0.014789814578839123,-0.05136290204393715,2.105046045135295,-1.3302353921359718,89.62173461224906,-36.41117885739017,0.30900293878283724,-0.015814835007444822,0.002153147933150547
0.4820000000000004,-0.4981599111997561,0.08011742563165156,0.06711412951275564,1.473087123880599,0.18966071429491096,-1.2119401718773395,-0.9794588335529583,0.04949806744856555,0.06140445584786445,0.014809032288843081,-0.05144130874053951,2.108278681268551,-1.323627112038459,89.61952574161646,-36.416942142988134,0.3088524113597645,-0.0148353602085316,0.0021402283446207873
0.4830000000000004,-0.49914011592614443,0.08016696136740888,0.06717558059038332,1.4731019372035492,0.18960923389189854,-1.2098302818995619,-0.9809504976855358,0.04957342707440858,0.061497853427049644,0.014828073417839486,-0.05151921484821234,2.111490974096254,-1.3169950214080248,89.61731122059547,-36.42269154492901,0.30870194252949257,-0.013853014664170382,0.0021272745502884174
0.4840000000000004,-0.5001218075714475,0.08021657222278172,0.06723712476746035,1.4731167694798322,0.1895576758321317,-1.2077171898268384,-0.9824326726347085,0.04964830637830651,0.061590653962774945,0.014846937679734959,-0.05159661910600963,2.114682871560383,-1.310339209360003,89.61509108933546,-36.42842684754348,0.3085515354733014,-0.012867815460211623,0.0021142867616573023
0.4850000000000004,-0.5011049766344752,0.08026625771684216,0.06729876144619361,1.4731316205325375,0.18950604061807869,-1.2056009160804744,-0.9839053343961858,0.04972270414593216,0.06168285594812446,0.014865624793305806,-0.05167352026230374,2.1178543219711736,-1.3036597652208255,89.61286538798515,-36.43414783584636,0.3084011933623152,-0.011879779691978065,0.0021012651901331633
0.4860000000000004,-0.5020896135901189,0.08031601736745228,0.06736049002728851,1.4731464901844757,0.18945432875345478,-1.203481481133281,-0.9853684591377382,0.04979661917170925,0.06177445788711791,0.014884134482191022,-0.051749917074785594,2.1210052740071186,-1.296956778530356,89.61063415669264,-36.4398542955466,0.3082509193573829,-0.01088892446434822,0.002088210047027714
0.4870000000000004,-0.5030757088895244,0.08036585069127299,0.06742230990995997,1.473161378258183,0.18940254074321294,-1.2013589055092067,-0.9868220231991947,0.04987005025881231,0.06186545829471061,0.014902466474885112,-0.051825808310464704,2.124135676714967,-1.2902303390442453,89.60839743560551,-36.44554601305724,0.308100716608959,-0.009895266891840448,0.002075121543562842
0.4880000000000004,-0.5040632529602626,0.0804157572037727,0.06748422049194329,1.4731762845759264,0.18935067709353454,-1.1992332097829685,-0.9882660030924405,0.049942996219166653,0.061955855696793495,0.014920620504730425,-0.051901192745669254,2.1272454795097233,-1.2834805367361932,89.6061552648707,-36.45122277550536,0.3079505882569853,-0.008898824098686559,0.0020619998908746576
0.4890000000000004,-0.5050522362065029,0.08046573641923617,0.06754622116950512,1.4731912089597088,0.18929873831181998,-1.1971044145796848,-0.9897003755014154,0.05001545587344833,0.062045648630193136,0.014938596309909844,-0.05197606916604616,2.1303346321746464,-1.2767074618002958,89.60390768463458,-36.456884370742,0.3078005374307747,-0.007899613218918078,0.0020488453000177885
0.4900000000000004,-0.5060426490091845,0.08051578785077317,0.06760831133745439,1.4732061512312729,0.18924672490667943,-1.1949725405745055,-0.9911251172821111,0.05008742805108405,0.06213483564267167,0.014956393633439268,-0.05205043636656113,2.13340308486125,-1.269911204653319,89.60165473504303,-36.462530587352006,0.30765056724889395,-0.006897651396442606,0.0020356579819695874
0.4910000000000004,-0.5070344817261887,0.08056591101032727,0.06767049038915324,1.4732211112121067,0.18919463738792344,-1.1928376084922452,-0.9925402054625693,0.05015891159025116,0.06222341529292685,0.014974012223159305,-0.05212429315149866,2.1364507880893027,-1.2630918559369728,89.59939645624128,-36.468161214663844,0.3075006808190497,-0.005892955785120363,0.0020224381476343515
0.4920000000000004,-0.5080277246925109,0.08061610540868461,0.06773275771652797,1.4732360887234486,0.1891424762665537,-1.1906996391070144,-0.9939456172428798,0.050229905337877565,0.062311386150591945,0.01499145183172785,-0.05219763833446209,2.1394776927468273,-1.2562495065202035,89.59713288837409,-36.47377604275942,0.30735088123797366,-0.004885543548844601,0.0020091860078476726
0.4930000000000004,-0.5090223682204325,0.0806663705554826,0.06779511271007996,1.4732510835862913,0.18909024205475367,-1.188558653241851,-0.9953413299951783,0.05030040814964168,0.06239874679623577,0.015008712216611863,-0.052270470738373515,2.142483750090101,-1.249384247501454,89.59486407158565,-36.47937486248378,0.3072011715913097,-0.0038754318616182892,0.001995901773380743
0.4940000000000004,-0.5100184025996931,0.08071670595921873,0.06785755475889661,1.4732660956213877,0.18903793526587928,-1.1864146717683528,-0.9967273212636447,0.05037041888997236,0.062485495821362626,0.015025793140078958,-0.052342789195473846,2.145468911743657,-1.2424961702108896,89.59259004601962,-36.484957465454876,0.30705155495350206,-0.002862637907625809,0.0019825856549446938
0.4950000000000004,-0.5110158180976628,0.08076711112725926,0.06792008325066229,1.4732811246492545,0.1889855564144496,-1.184267715606308,-0.9981035687645006,0.050439936432048846,0.06257163182841223,0.015042694369189358,-0.05241459254732272,2.1484331297002837,-1.2355853662126632,89.59031085181917,-36.49052364407315,0.3069020343876833,-0.0018471788813129442,0.0019692378631949504
0.4960000000000004,-0.5120146049595137,0.080817585565848,0.06798269757166923,1.4732961704901781,0.18893310601613758,-1.1821178057233281,-0.9994700503860076,0.05050895965780071,0.06265715343075969,0.015059415675787054,-0.052485879644798436,2.1513763563210255,-1.2286519273071517,89.58802652912694,-36.49607319153125,0.3067526129455656,-0.0008290719874615438,0.001955858608735767
0.4970000000000004,-0.5130147534083922,0.0808681287801151,0.06804539710682853,1.4733112329642188,0.18888058458776064,-1.1799649631344793,-1.0008267441884655,0.050577487457907765,0.06274205925271542,0.015075956836491558,-0.05255664934809793,2.154298544335185,-1.221695945533129,89.58573711808505,-36.50160590182354,0.30660329366733036,0.00019166555874342017,0.0019424481021244502
0.4980000000000004,-0.5140162536455912,0.08091874027408569,0.068108181239681,1.4733263118912152,0.18882799264727138,-1.1778092089019137,-1.0021736284042106,0.05064551873180003,0.06282634792952513,0.015092317632688892,-0.05262690052673664,2.1571996468403243,-1.214717513170037,89.58344265883517,-36.507121569755675,0.3064540795815207,0.001215016531630586,0.0019290065538760575
0.4990000000000004,-0.515019095850722,0.08096941955068876,0.0681710493524082,1.47334140709079,0.1887753307137483,-1.1756505641345019,-1.0035106814376136,0.050713052387657644,0.06291001810736965,0.015108497850522819,-0.052696632059548394,2.1600796173022636,-1.2077167227401295,89.58114319151846,-36.51261999095411,0.30630497370493415,0.002240963694979281,0.0019155341744676836
0.5000000000000003,-0.5160232701818861,0.08102016611176582,0.06823400082584327,1.4733565183823536,0.1887225993073865,-1.1734890499874642,-1.0048378818650772,0.050780087342410796,0.06299306844336496,0.015124497280885683,-0.05276584283468533,2.1629384095550863,-1.2006936670106945,89.57883875627562,-36.51810096187554,0.30615597904251696,0.0032694898019409446,0.0019020311743431142
0.5010000000000003,-0.5170287667758476,0.0810709794580797,0.06829703503948197,1.4733716455851096,0.18866979894948824,-1.1713246876620023,-1.0061552084350351,0.05084662252173965,0.06307549760556198,0.015140315719409584,-0.05283453174961769,2.165775977801138,-1.19364843899621,89.57652939324686,-36.5235642798163,0.30600709858725855,0.004300577594971267,0.0018884977639172875
0.5020000000000003,-0.5180355757482051,0.08112185908932326,0.0683601513714935,1.4733867885180596,0.1886169301624538,-1.1691574984049313,-1.0074626400679503,0.0509126568600743,0.06315730427294663,0.01515595296645674,-0.052902697711133734,2.1685922766110295,-1.186581131960504,89.57421514257196,-36.52900974292179,0.30585833532008777,0.005334209805762075,0.0018749341535808752
0.5030000000000003,-0.5190436871935636,0.08117280450412816,0.06842334919873154,1.4734019470000073,0.18856399346977196,-1.1669875035083113,-1.0087601558563124,0.05097818930059465,0.06323848713543959,0.015171408827110325,-0.05297033963533949,2.1713872609236393,-1.179491839418926,89.57189604439023,-36.53443715019573,0.3057096922097695,0.006370369155166533,0.0018613405537048584
0.5040000000000003,-0.5200530911857068,0.08122381520007362,0.06848662789674513,1.4734171208495634,0.1885109893960109,-1.164814724309079,-1.010047735064637,0.05104321879523037,0.06331904489389623,0.015186683111164763,-0.05303745644765858,2.174160886046115,-1.172380655140462,89.56957213884056,-36.539846301509506,0.30556117221280343,0.0074090383531357495,0.0018477171746451113
0.5050000000000003,-0.5210637777777687,0.08127489067369516,0.06854998683978962,1.4734323098851512,0.1884579184668087,-1.1626391821886797,-1.0113253571294636,0.05110774430466082,0.06339897626010654,0.015201775633116194,-0.053104047082832055,2.176913107653875,-1.165247673149879,89.56724346606138,-36.54523699761139,0.30541277827332214,0.008450200098647997,0.0018340642267470663
0.5060000000000003,-0.5220757370024061,0.08132603042049333,0.06861342540083758,1.4734475139250096,0.18840478120886414,-1.160460898572699,-1.0125930016593534,0.05117176479831496,0.06347827995679496,0.015216686212152681,-0.05317011048491809,2.1796438817906134,-1.1580929877298558,89.56491006619073,-36.55060904013572,0.30526451332299165,0.009493837079639161,0.0018203819203503196
0.5070000000000003,-0.5230889588719703,0.08137723393494249,0.06867694295158977,1.4734627327871994,0.1883515781499273,-1.1582798949304942,-1.0138506484348881,0.05123527925437125,0.06355695471762027,0.015231414672144212,-0.053235645607291784,2.1823531648683008,-1.1509166934230501,89.56257197936621,-36.55596223161205,0.3051163802809129,0.010539931972941924,0.0018066704657932987
0.5080000000000003,-0.5241034333786792,0.08142850071049956,0.06874053886248606,1.4734779662896071,0.18829830981879034,-1.1560961927748263,-1.0150982774086688,0.0512982866597576,0.06363499928717543,0.01524596084163273,-0.05330065141264488,2.1850409136671876,-1.1437188850342306,89.56022924572503,-36.56129637547429,0.304968382053523,0.011588467444214406,0.001792930073417927
0.5090000000000003,-0.5251191504947894,0.08147983023961275,0.06880421250271634,1.4734932142499497,0.18824497674527804,-1.1539098136614916,-1.016335868705313,0.05136078601015128,0.06371241242098749,0.01526032455382189,-0.053365126872985454,2.187707085335808,-1.1364996576323376,89.55788190540397,-36.56661127606972,0.30482052153449923,0.01263942614787672,0.0017791609535743327
0.5100000000000003,-0.5261361001727682,0.08153122201373028,0.0688679632402315,1.4735084764857795,0.18819157946023865,-1.1517207791889532,-1.0175634026214548,0.05142277630997881,0.06378919288551736,0.015274505646566953,-0.053429070969637636,2.190351637390982,-1.1292591065525637,89.55552999853947,-36.57190673866803,0.30467280160466265,0.013692790727046739,0.001765363316625554
0.5110000000000003,-0.5271542723454656,0.08158267552330922,0.06893179044175432,1.4735237528144887,0.1881381184955345,-1.1495291109979735,-1.018780859625742,0.051484256572415885,0.06386533945815974,0.015288503962364182,-0.0534924826932413,2.19297452771782,-1.1219973273983999,89.55317356526757,-36.57718256947025,0.30452522513188407,0.014748543813476234,0.0017515373729522494
0.5120000000000003,-0.5281736569262862,0.08163419025782415,0.06899569347279043,1.4735390430533137,0.18808459438403263,-1.147334830771245,-1.019988220358835,0.0515452258193873,0.06394085092724287,0.015302319348340435,-0.05355536104375168,2.195575714569726,-1.1147144160436993,89.55081264572392,-36.582438575617715,0.3043777949709894,0.015806668027485787,0.0017376833329574418
0.5130000000000003,-0.5291942438093611,0.08168576570577595,0.06905967169763924,1.4735543470193406,0.1880310076595956,-1.1451379602330223,-1.0211854656334058,0.05160568308156684,0.06401572609202846,0.015315951656242333,-0.05361770503043905,2.1981551565684008,-1.10741046863469,89.54844728004382,-36.58767456520091,0.30423051396366796,0.01686714597790548,0.0017238014070712657
0.5140000000000003,-0.5302160228697205,0.08173740135470053,0.06912372447940486,1.4735696645295087,0.18797735885707204,-1.142938521148754,-1.0223725764341358,0.0516656273983772,0.06408996376271142,0.015329400742425772,-0.053679513671888314,2.2007128127038476,-1.100085581592014,89.54607750836222,-36.592890347268295,0.30408338493838044,0.01792996026200916,0.0017098918057557178
0.5150000000000003,-0.5312389839634649,0.08178909669117762,0.06918785118000705,1.473584995400616,0.1879236485122874,-1.140736535324714,-1.0235495339177147,0.05172505781798986,0.06416356276041972,0.015342666467844874,-0.053740785995998644,2.203248642334374,-1.0927398516127291,89.54370337081369,-36.598085731835056,0.3039364107102682,0.018995093465455914,0.0016959547395094324
0.5160000000000003,-0.532263116927938,0.08184085120083948,0.06925205116019213,1.473600339449323,0.18786987716203468,-1.138532024607634,-1.0247163194128392,0.05178397339732504,0.0642365219172142,0.015355748698040966,-0.05380152103998302,2.2057626051865986,-1.085373375672309,89.54132490753253,-36.60326052989188,0.3037895940810643,0.020062528162227367,0.0016819904188724955
0.5170000000000003,-0.533288411581898,0.08189266436837962,0.06931632377954396,1.4736156964921578,0.18781604534406507,-1.1363250108843341,-1.0258729144202117,0.051842373202051546,0.06430884007608835,0.015368647303131519,-0.05386171785036781,2.208254661355454,-1.0779862510266158,89.53894215865265,-36.608414553413574,0.3036429378390047,0.021132246914570357,0.0016679990544311405
0.5180000000000003,-0.5343148577256897,0.08194453567756164,0.06938066839649479,1.4736310663455212,0.1877621535970786,-1.1341155160813552,-1.027019300612538,0.05190025630658673,0.06438051609096815,0.015381362157798858,-0.05392137548299232,2.2107247713041924,-1.0705785752138914,89.53655516430766,-36.61354761536774,0.3034964447587409,0.02220423227293461,0.0016539808568226465
0.5190000000000003,-0.5353424451414166,0.0819964646112279,0.06944508436833628,1.47364644882569,0.1877082024607149,-1.1319035621645903,-1.0281554598345275,0.05195762179409632,0.06445154882671181,0.015393893141278809,-0.05398049300300831,2.2131728958643895,-1.0631504460567043,89.53416396463084,-36.618659529723345,0.3033501176012539,0.0232784667759158,0.0016399360367400843
0.5200000000000004,-0.5363711635931133,0.0820484506513083,0.06950957105123037,1.473661843748822,0.18765419247554385,-1.1296891711389165,-1.0292813741028906,0.052014468756494375,0.06452193715910956,0.015406240137349382,-0.05403906948487952,2.2155989962359497,-1.0557019616638892,89.5317685997552,-36.62375011145919,0.3032039591137687,0.024354932950197722,0.0016258648049371342
0.5210000000000004,-0.537401002826917,0.082100493278829,0.06957412780022026,1.4736772509309612,0.1876001241830563,-1.1274723650478267,-1.0303970256063382,0.05207079629444316,0.06459167997488348,0.015418403034318883,-0.05409710401238112,2.218003033987113,-1.0482332204325,89.52936910981342,-36.62881917657246,0.30305797202967033,0.025433613310493097,0.0016117673722329006
0.5220000000000004,-0.5384319525712395,0.0821525919739212,0.06963875396924131,1.4736926701880415,0.18754599812565467,-1.1252531659730605,-1.03150239670558,0.05212660351735302,0.06466077617168718,0.015430381725014541,-0.05415459567859917,2.2203849710544583,-1.0407443210497178,89.5269655349379,-36.63386654208712,0.3029121590684207,0.026514490359487913,0.0015976439495167382
0.5230000000000004,-0.5394640025369395,0.08220474621582992,0.06970344891113195,1.4737081013358917,0.1874918148466438,-1.1230315960342367,-1.0325974699333238,0.05218188954338231,0.06472922465810566,0.015442176106770579,-0.05421154358593012,2.2227447697429095,-1.0332353624947614,89.52455791526079,-36.63889202606227,0.3027665229354764,0.027597546587785127,0.0015834947477530534
0.5240000000000004,-0.5404971424174944,0.08225695548292263,0.06976821197764467,1.4737235441902397,0.18743757489022145,-1.120807677388485,-1.0336822279942732,0.052236653499437236,0.06479702435365496,0.015453786081416161,-0.05426794684608018,2.225082392725742,-1.0257064440407673,89.52214629091391,-36.643895447600514,0.3026210663222079,0.028682764473851097,0.0015693199779861218
0.5250000000000004,-0.5415313618891722,0.08230921925269813,0.06983304251945692,1.473738998566717,0.18738327880146918,-1.1185814322300769,-1.0347566537651276,0.05229089452117179,0.06486417418878203,0.01546521155526369,-0.05432380458006479,2.227397803044588,-1.0181576652567026,89.51973070202887,-36.64887662685616,0.3024757919058197,0.029770126483956272,0.0015551198513449346
0.5260000000000004,-0.5425666506112038,0.08236153700179522,0.06989793988618202,1.473754464280864,0.1873289271263429,-1.1163528827900577,-1.0358207302945805,0.052344611752987616,0.06493067310486435,0.015476452439096379,-0.05437911591820788,2.2296909641094427,-1.0105891260092184,89.51731118873698,-36.65383538504349,0.3023307023492712,0.030859615072122648,0.0015408945790479894
0.5270000000000004,-0.5436029982259547,0.08241390820600146,0.06996290342638012,1.4737699411481326,0.18727452041166356,-1.1141220513358787,-1.0368744408033186,0.052397804348033886,0.06499652005420975,0.01548750864815612,-0.0544338800001414,2.2319618396986702,-1.0030009264644935,89.51488779116936,-36.65877154444493,0.3021858003011992,0.03195121268007166,0.0015266443724081514
0.5280000000000004,-0.5446403943590973,0.08246633234026195,0.07002793248756913,1.4737854289838928,0.18722005920510798,-1.1118889601710276,-1.03791776868402,0.05245047146820721,0.06506171400005611,0.015498380102131198,-0.05448809597480451,2.234210393959011,-0.9953931670900867,89.51246054945685,-36.66368492841913,0.3020410883958412,0.033044901737169896,0.001512369442837388
0.5290000000000004,-0.5456788286197825,0.08251880887868802,0.07009302641623562,1.4738009276034354,0.18716554405519945,-1.1096536316346612,-1.038950697501354,0.05250261228415148,0.06512625391657109,0.015509066725143766,-0.054541763000443,2.2364365914055875,-0.987765948656769,89.51002950373004,-36.66857536140902,0.3018965692529598,0.03414066466037573,0.0014980700018516866
0.5300000000000004,-0.546718290600812,0.08257133729456605,0.0701581845578458,1.473816436821978,0.18711097551129838,-1.1074160881012367,-1.0399732109919797,0.05255422597525778,0.06519013878885183,0.015519568445737385,-0.054594880244608575,2.23864039692191,-0.9801193722403165,89.50759469411936,-36.673442668949846,0.30175224547776786,0.035238483854190775,0.0014837462610757426
0.5310000000000004,-0.5477587698788103,0.08262391706036613,0.07022340625685639,1.4738319564546676,0.18705635412359306,-1.1051763519801432,-1.0409852930645447,0.05260531172966426,0.06525336761292468,0.015529885196864173,-0.054647446884158096,2.2408217757598865,-0.9724535392233609,89.50515616075498,-36.678286677677086,0.3016081196608553,0.03633834171060028,0.0014693984322479085
0.5320000000000004,-0.5488002560143964,0.08267654764775091,0.07028869085672558,1.4738474863165867,0.1870016804430904,-1.102934445715333,-1.0419869277996845,0.052655868744256,0.06531593939574488,0.015540016915872286,-0.05469946210525288,2.242980693539826,-0.9647685512971184,89.50271394376686,-36.68310721533438,0.3014641943781169,0.03744022060903225,0.0014550267272248456
0.5330000000000004,-0.549842738552356,0.08272922852758424,0.07035403769992399,1.4738630262227566,0.1869469550216065,-1.1006903917849538,-1.042978099450021,0.052705896224664886,0.06537785315519629,0.015549963544492925,-0.054750925103357946,2.24511711625045,-0.9570645104632018,89.5002680832848,-36.687904110781325,0.3013204721906803,0.038544102916300685,0.00144063135798638
0.5340000000000004,-0.5508862070218135,0.08278195916994,0.07041944612794553,1.473878575988142,0.18689217841175745,-1.09844421270098,-1.043958792440162,0.052755393385269495,0.06543910792009103,0.01555972502882739,-0.05480183508324119,2.2472310102488957,-0.9493415190353789,89.49781861943836,-36.6926771940013,0.30117695564483665,0.03964997098655679,0.0014262125366403065
0.5350000000000004,-0.5519306509364038,0.08283473904411078,0.07048491548131837,1.4738941354276562,0.18683735116695,-1.096195931008844,-1.0449289913667001,0.05280435944919496,0.06549970273016922,0.01556930131933409,-0.05485219125897263,2.2493223422607267,-0.9415996796412992,89.49536559235698,-36.69742629610917,0.30103364727197063,0.040757807161242166,0.0014117704754270945
0.5360000000000004,-0.5529760597944446,0.0828875676186167,0.07055044509961587,1.473909704356164,0.18678247384137223,-1.0939455692870688,-1.0458886809982118,0.05285279364831283,0.06555963663609862,0.015578692370815266,-0.054901992853923554,2.2513910793799385,-0.9338390952242318,89.49290904216986,-36.70215124935898,0.30089054958849276,0.041867593769039466,0.001397305386724659
0.5370000000000004,-0.5540224230791083,0.0829404443612141,0.0706160343214675,1.4739252825884872,0.18672754698998428,-1.0916931501468978,-1.0468378462752561,0.052900695223240944,0.06561890869947432,0.015587898142403925,-0.05495123910076568,2.253437189068969,-0.9260598690447994,89.49044900900607,-36.70685188715153,0.3007476650957722,0.04297931312582284,0.001382817483053143
0.5380000000000004,-0.5550697302585935,0.08299336873890431,0.07068168248456974,1.473940869939408,0.18667257116850908,-1.089438696231928,-1.0477764723103746,0.05294806342334331,0.06567751799281835,0.015596918597550212,-0.054999929241470284,2.2554606391587035,-0.9182621046826902,89.48798553299453,-36.71152804404199,0.30060499628007137,0.044092947534607824,0.0013683069770796476
0.5390000000000004,-0.5561179707862978,0.08304634021794237,0.07074738892569706,1.4739564662236746,0.18661754693342295,-1.0871822302177407,-1.0487045443880898,0.05299489750672995,0.06573546359957942,0.015605753704008261,-0.05504806252730733,2.2574613978484854,-0.9104459060382994,89.48551865426398,-36.71617955574737,0.30046254561248004,0.04520847928551294,0.001353774081622888
0.5400000000000004,-0.557167134100989,0.0830993582638458,0.07081315298071279,1.4739720712560038,0.1865624748419464,-1.0849237748115332,-1.0496220479649045,0.053041196740256764,0.06579274461413254,0.015614403433822501,-0.055095638218844556,2.2594394337061234,-0.9026113773344502,89.48304841294305,-36.72080625915396,0.3003203155488525,0.04632589065570597,0.0013392190096579318
0.5410000000000004,-0.5582172096269775,0.08315242234140338,0.07087897398458011,1.4739876848510869,0.18650735545203484,-1.0826633527517504,-1.0505289686693011,0.053086960399525415,0.06584936014177861,0.01562286776331412,-0.05514265558594654,2.2613947156679006,-0.89475862311807,89.4805748491602,-36.72540799232472,0.30017830852974425,0.0474451639093563,0.0013246419743209658
0.5420000000000004,-0.5592681867742885,0.0832055319146838,0.07094485127137291,1.4740033068235927,0.18645218932236918,-1.0804009868077162,-1.0514252923017409,0.05313218776888315,0.06590530929874414,0.015631146673067177,-0.055189113907773715,2.2633272130385826,-0.8868877482617794,89.4780980030438,-36.72998459450663,0.3000365269803507,0.04856628129759734,0.001310043188913802
0.5430000000000004,-0.5603200549388333,0.08325868644704448,0.07101078417428676,1.4740189369881729,0.18639697701234662,-1.0781366997792654,-1.0523110048346627,0.05317687814142268,0.06596059121218081,0.01563924014791503,-0.05523501247278145,2.265236895491427,-0.8789988579655706,89.4756179147221,-36.73453590613796,0.29989497331044646,0.049689225058476616,0.0012954228669086515
0.5440000000000004,-0.5613728035025819,0.08331188540114032,0.0710767720256498,1.474034575159465,0.18634171908207137,-1.0758705144963745,-1.053186092412483,0.05322103081898205,0.06601520502016517,0.015647148176926178,-0.055280350578719016,2.2671237330681926,-0.8710920577584174,89.47313462432318,-36.73906176885542,0.2997536499143256,0.050813977416910155,0.001280781221952722
0.5450000000000004,-0.5624264218337347,0.0833651282389324,0.0711428141569337,1.474050221152098,0.18628641609234525,-1.0736024538187938,-1.0540505413515944,0.05326464511214445,0.06606914987169818,0.01565487075339047,-0.05532512753262859,2.2689876961791473,-0.863167453499863,89.4706481719751,-36.743562025501404,0.29961255917074386,0.05194052058464378,0.0012661184678728072
0.5460000000000004,-0.5634808992868945,0.08341841442169674,0.07120890989876458,1.4740658747806954,0.18623106860465857,-1.0713325406356786,-1.0549043381403655,0.05330772034023812,0.06612242492670488,0.015662407874804996,-0.05536934265084417,2.2708287556030786,-0.8552251513816589,89.46815859780577,-36.748036520131016,0.2994717034428606,0.05306883676020008,0.0012514348186799472
0.5470000000000004,-0.5645362252032384,0.08347174341003309,0.07127505858093389,1.47408153585988,0.18617567718118067,-1.0690607978652207,-1.05574746943914,0.05335025583133614,0.06617502935603396,0.01566975954285988,-0.05541299525899058,2.272646882487303,-0.847265257929264,89.46566594194304,-36.75248509801913,0.29933108507818296,0.05419890812884827,0.001236730488573873
0.5480000000000004,-0.5655923889106901,0.08352511466387359,0.07134125953240938,1.474097204204278,0.1861202423847507,-1.06678724845428,-1.0565799220802359,0.053392250922256336,0.0662269623414574,0.015676925763423985,-0.055456084691982314,2.274442048347676,-0.8392878800034609,89.46317024451466,-36.756907605667365,0.2991907064085106,0.05533071686255257,0.0012220056919476415
0.5490000000000004,-0.5666493797240914,0.0835785276424916,0.07140751208134603,1.4741128796285228,0.18606476477886835,-1.0645119153780156,-1.057401683067945,0.05343370495856109,0.06627822307567001,0.015683906546530853,-0.055498610294022505,2.276214225068601,-0.8312931248019074,89.46067154564832,-36.76130389081097,0.29905056974988115,0.0564642451199297,0.0012072606433921847
0.5500000000000004,-0.5677071869453746,0.08363198180451038,0.07147381555509692,1.4741285619472602,0.18600924492768459,-1.0622348216395179,-1.058212739578532,0.0534746172945572,0.06632881076228905,0.015690701906363853,-0.05554057141860173,2.2779633849030394,-0.8232810998606155,89.45816988547166,-36.76567380242572,0.298910677402518,0.057599475046215654,0.0011924955577006576
0.5510000000000004,-0.5687657998637342,0.08368547660791188,0.07154016928022419,1.4741442509751512,0.18595368339599225,-1.0599559902694393,-1.0590130789602343,0.05351498729329573,0.06637872461585383,0.015697311861242128,-0.055581967428496866,2.279689500472521,-0.815251913055518,89.45566530411222,-36.770017190734656,0.2987710316507772,0.05873638877321595,0.0011777106498730605
0.5520000000000004,-0.5698252077557989,0.08373901151004545,0.07160657258250996,1.474159946526877,0.18589808074921685,-1.057675444325626,-1.0598026887332617,0.05355481432657182,0.0664279638618252,0.015703736433605654,-0.05562279769576998,2.2813925447671553,-0.8072056726039505,89.45315784169753,-36.77433390721487,0.2986316347630974,0.0598749684192684,0.0011629061351205805
0.5530000000000004,-0.5708853998858039,0.08379258596763661,0.07167302478696724,1.4741756484171429,0.18584243755340735,-1.0553932068927496,-1.0605815565897947,0.05359409777492456,0.06647652773658524,0.015709975650000825,-0.055663061601767046,2.2830724911456404,-0.7991424870661379,89.45064753835507,-36.778623804604095,0.29849248899195,0.06101519608920311,0.0011480822288700582
